"","section","category","corr_full","corr_old","corr_rec"
"105","E13CBetn03s03","above_ground",0.542857142857143,0.542857142857143,NA
"106","E13CBetn03s04","above_ground",0.9,0.9,NA
"107","E13CBetn03s05","above_ground",0.2,0.2,NA
"108","E13CBetn03s06","above_ground",0.8,0.8,NA
"109","E13CBetn03s07","above_ground",1,NA,1
"110","E13CBetn03s08","above_ground",0.5,NA,0.5
"111","E13CBetn03t01","above_ground",1,NA,1
"112","E13CBetn03t02","above_ground",1,NA,1
"113","E13CBetn03t03","above_ground",1,NA,1
"114","E13CBetn03t04","above_ground",1,NA,1
"115","E13CBetn07o01","below_ground",0.686274509803922,0.686274509803922,NA
"116","E13CBetn07o02","below_ground",0.437362637362637,0.437362637362637,NA
"117","E13CBetn07o03","below_ground",0.588235294117647,0.588235294117647,NA
"118","E13CBetn07o04","below_ground",0.587912087912088,0.587912087912088,NA
"119","E13CBetn07o05","below_ground",0.615384615384615,0.615384615384615,NA
"120","E13CBetn07o06","below_ground",0.450549450549451,0.450549450549451,NA
"121","E13CBetn07o07","below_ground",0.384615384615385,0.384615384615385,NA
"122","E13CBetn07o08","below_ground",0.440559440559441,0.440559440559441,NA
"123","E13CBetn07p01","below_ground",0.521978021978022,0.521978021978022,NA
"124","E13CBetn07p02","below_ground",-0.010989010989011,-0.010989010989011,NA
"125","E13CBetn07p03","below_ground",0.434065934065934,0.434065934065934,NA
"126","E13CBetn07p04","below_ground",-0.222833773391695,-0.222833773391695,NA
"127","E13CBetn07q01","below_ground",0.215789473684211,0.215789473684211,NA
"128","E13CBetn07q02","below_ground",0.0632689905038583,0.0632689905038583,NA
"129","E13CBetn07q03","below_ground",0.0546955624355005,0.0546955624355005,NA
"130","E13CBetn07q04","below_ground",0.445454545454545,0.445454545454545,NA
"131","E13CBetn07r01","below_ground",0.82280701754386,0.82280701754386,NA
"132","E13CBetn07r02","below_ground",0.114035087719298,0.114035087719298,NA
"133","E13CBetn07r03","below_ground",0.350877192982456,0.350877192982456,NA
"134","E13CBetn07r04","below_ground",0.357843137254902,0.357843137254902,NA
"135","E13CBetn07r05","below_ground",0.387254901960784,0.387254901960784,NA
"136","E13CBetn07r06","below_ground",0.610294117647059,0.610294117647059,NA
"137","E13CBetn07s01","above_ground",1,NA,NA
"138","E13CBetn07s04","above_ground",0.216783216783217,0.216783216783217,NA
"139","E13CBetn07s06","above_ground",-0.1,-0.1,NA
"140","E13CBetn07t01","above_ground",0.410989010989011,0.410989010989011,NA
"141","E13CBetn07t02","above_ground",0.510489510489511,0.510489510489511,NA
"142","E13CBetn07t04","above_ground",0.345454545454545,0.345454545454545,NA
"143","E13CBetn07t06","above_ground",0.214285714285714,0.214285714285714,NA
"144","E13CBetn07u01","above_ground",0.504901960784314,0.504901960784314,NA
"145","E13CBetn07u03","above_ground",0.654545454545455,0.654545454545455,NA
"146","E13CBetn07u05","above_ground",0.0857142857142857,0.0857142857142857,NA
"147","E13CBetn07v01","above_ground",0.26140350877193,0.26140350877193,NA
"148","E13CBetn07v02","above_ground",0.0470588235294118,0.0470588235294118,NA
"149","E13CBetn07v03","above_ground",0.10989010989011,0.10989010989011,NA
"150","E13CBetn07v04","above_ground",-0.13986013986014,-0.13986013986014,NA
"151","E13CBetn07v05","above_ground",0.0909090909090909,0.0909090909090909,NA
"152","E13CBetn07v06","above_ground",0.214285714285714,0.214285714285714,NA
"153","E13CBetn07w01","above_ground",0.789473684210526,0.789473684210526,NA
"154","E13CBetn07w02","above_ground",0.431768361003772,0.431768361003772,NA
"155","E13CBetn07w04","above_ground",-0.3,-0.3,NA
"156","E13DBetn01r01","below_ground",0.333479628417547,0.333479628417547,NA
"157","E13DBetn01r07","below_ground",0.631578947368421,0.631578947368421,NA
"158","E13DBetn01r12","below_ground",0.17719298245614,0.17719298245614,NA
"159","E13DBetn01s01",NA,1,NA,NA
"160","E13DBetn01s04","above_ground",0.678947368421053,0.678947368421053,NA
"161","E13DBetn01s08","above_ground",0.138235294117647,0.138235294117647,NA
"162","E13DBetn01t01","above_ground",0.469556243550052,0.469556243550052,NA
"163","E13DBetn01t02","above_ground",0.454945054945055,0.454945054945055,NA
"164","E13DBetn01t03","above_ground",0.454545454545455,0.454545454545455,NA
"165","E13DBetn01t04","above_ground",0.615384615384615,0.615384615384615,NA
"166","E13DBetn01t06","above_ground",0.636363636363636,0.636363636363636,NA
"167","E13DBetn01u01","above_ground",-0.213622291021672,-0.213622291021672,NA
"168","E13DBetn01u02","above_ground",0.478787878787879,0.478787878787879,NA
"169","E13DBetn01u03","above_ground",0.309090909090909,0.309090909090909,NA
"170","E13DBetn01u04","above_ground",-0.216666666666667,-0.216666666666667,NA
"171","E13DBetn01u05","above_ground",-0.404761904761905,-0.404761904761905,NA
"172","E13DBetn01u06","above_ground",-0.142857142857143,-0.142857142857143,NA
"173","E13DBetn01v01","above_ground",0.915789473684211,0.915789473684211,NA
"174","E13DBetn01v04","above_ground",-0.184210526315789,-0.184210526315789,NA
"175","E13DBetn01v08","above_ground",-0.0526315789473684,-0.0526315789473684,NA
"176","E13DBetn02o01","below_ground",0.00882352941176471,0.00882352941176471,NA
"177","E13DBetn02o02","below_ground",0.00714285714285714,0.00714285714285714,NA
"178","E13DBetn02o03","below_ground",-0.563636363636364,-0.563636363636364,NA
"179","E13DBetn02o04","below_ground",-0.601398601398601,-0.601398601398601,NA
"180","E13DBetn02p01","below_ground",0.355882352941176,0.355882352941176,NA
"181","E13DBetn02p02","below_ground",0.437362637362637,0.437362637362637,NA
"182","E13DBetn02p03","below_ground",0.349450549450549,0.349450549450549,NA
"183","E13DBetn02p04","below_ground",0.293706293706294,0.293706293706294,NA
"184","E13DBetn02q01","below_ground",0.342857142857143,0.342857142857143,NA
"185","E13DBetn02q02","below_ground",0.340659340659341,0.340659340659341,NA
"186","E13DBetn02q03","below_ground",0.565934065934066,0.565934065934066,NA
