"scientificName","decimalLongitude","decimalLatitude","individualCount","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","references"
"Betula nana L.",14.926,64.807,NA,"PRESENT",5,"SLU Artdatabanken",NA
"Betula nana L.",14.917,64.809,NA,"PRESENT",5,"SLU Artdatabanken",NA
"Betula nana L.",14.907,64.811,NA,"PRESENT",5,"SLU Artdatabanken",NA
"Betula nana L.",16.737,67.801,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",16.727,67.806,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",16.732,67.807,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.636,67.87,4,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.635,67.87,4,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.634,67.87,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.633,67.87,4,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.631,67.87,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.63,67.869,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.626,67.872,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.627,67.872,4,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.628,67.872,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.63,67.872,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.631,67.872,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.632,67.872,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.631,67.873,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.628,67.874,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.627,67.873,5,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.626,67.873,3,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.625,67.873,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.627,67.875,2,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.629,67.874,2,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.63,67.874,6,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.63,67.875,2,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.629,67.877,1,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.63,67.877,2,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.629,67.878,2,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.234,68.43,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.234,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.235,68.43,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.235,68.429,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.235,68.428,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.263,68.427,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.248,68.428,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.242,68.429,NA,"PRESENT",300,"SLU Artdatabanken",NA
"Betula nana L.",18.237,68.428,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.234,68.427,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.39,68.426,NA,"PRESENT",125,"SLU Artdatabanken",NA
"Betula nana L.",18.382,68.426,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.368,68.426,NA,"PRESENT",75,"SLU Artdatabanken",NA
"Betula nana L.",18.371,68.426,NA,"PRESENT",75,"SLU Artdatabanken",NA
"Betula nana L.",18.323,68.424,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.277,68.427,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.279,68.426,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.245,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.242,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.241,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.265,68.428,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.277,68.426,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.271,68.426,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.267,68.427,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.266,68.427,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.275,68.424,NA,"PRESENT",500,"SLU Artdatabanken",NA
"Betula nana L.",18.276,68.425,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.279,68.425,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.308,68.422,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.32,68.422,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.327,68.422,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.351,68.422,NA,"PRESENT",150,"SLU Artdatabanken",NA
"Betula nana L.",18.232,68.43,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",18.271,68.427,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.319,68.422,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.318,68.424,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.309,68.421,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.287,68.421,NA,"PRESENT",500,"SLU Artdatabanken",NA
"Betula nana L.",18.281,68.423,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.253,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",18.249,68.431,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",15.389,66.179,NA,"PRESENT",3092,"SLU Artdatabanken",NA
"Betula nana L.",15.411,66.178,NA,"PRESENT",1037,"SLU Artdatabanken",NA
"Betula nana L.",19.603,66.368,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",19.326,66.562,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",15.639,65.296,NA,"PRESENT",500,"SLU Artdatabanken",NA
"Betula nana L.",14.442,65.089,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",12.701,62.878,NA,"PRESENT",200,"SLU Artdatabanken",NA
"Betula nana L.",7.692,60.545,1,"PRESENT",5,"NMBU:MINA",NA
"Betula nana L.",13.536,64.088,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",15.825,66.981,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.469,67.621,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",12.004,61.882,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",7.325,62.507,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",12.251,64.011,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.513,67.603,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",9.187,60.857,NA,"PRESENT",75,"nbf",NA
"Betula nana L.",11.992,61.9,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",7.694,60.546,1,"PRESENT",5,"NMBU:MINA",NA
"Betula nana L.",7.693,60.545,1,"PRESENT",5,"NMBU:MINA",NA
"Betula nana L.",8.808,61.313,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",7.352,62.437,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",7.168,59.809,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",9.467,59.46,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.359,62.567,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",15.298,67.64,NA,"PRESENT",814,"nbf",NA
"Betula nana L.",9.003,61.762,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.693,60.546,1,"PRESENT",5,"NMBU:MINA",NA
"Betula nana L.",7.192,59.826,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.818,61.817,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.447,59.867,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",6.32,59.034,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",7.365,62.434,NA,"PRESENT",15,"nbf",NA
"Betula nana L.",15.777,66.997,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.635,61.174,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.771,62.589,1,"PRESENT",15,"nbf",NA
"Betula nana L.",10.999,62.483,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.788,66.989,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.793,61.953,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",11.725,61.722,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",7.691,60.545,1,"PRESENT",5,"NMBU:MINA",NA
"Betula nana L.",10.244,63.372,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",9.605,62.298,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",9.131,62.903,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",7.23,62.594,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.366,62.865,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.537,62.627,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",11.028,62.567,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.081,61.438,NA,"PRESENT",20,"nbf",NA
"Betula nana L.",10.663,62.229,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.051,61.766,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.582,62.345,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.746,61.756,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",7.021,62.871,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.001,62.374,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",8.912,61.55,NA,"PRESENT",20,"nbf",NA
"Betula nana L.",15.43,67.614,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",11.375,62.621,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",12.172,62.12,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",7.829,59.377,NA,"PRESENT",30,"nbf",NA
"Betula nana L.",8.34,59.83,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.067,62.423,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.17,61.182,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",6.304,59.028,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.907,61.545,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.943,62.243,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",9.011,61.637,NA,"PRESENT",20,"nbf",NA
"Betula nana L.",7.22,60.686,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.355,62.437,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",7.645,61.573,NA,"PRESENT",75,"nbf",NA
"Betula nana L.",11.834,61.819,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",15.577,66.687,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",7.352,62.438,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",8.956,61.981,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.332,66.81,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",7.35,62.437,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.433,67.604,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.093,59.493,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.368,62.869,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",7.686,62.513,NA,"PRESENT",40,"nbf",NA
"Betula nana L.",15.889,66.986,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.792,61.706,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.469,67.617,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",14.876,66.985,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.368,62.864,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",15.823,66.981,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.247,62.534,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",16.286,67.644,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",7.331,59.796,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",10.998,62.482,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.608,61.184,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.894,62.594,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.016,62.872,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.994,61.882,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",15.337,66.807,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.801,61.291,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.775,64.081,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",15.304,67.653,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",10.637,61.172,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.443,67.62,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",12.174,62.101,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",8.102,61.643,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.389,67.597,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",15.612,66.669,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",11.538,62.012,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",10.097,61.428,NA,"PRESENT",20,"nbf",NA
"Betula nana L.",11.675,61.124,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",15.495,67.624,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",12.14,62.099,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",8.923,61.579,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.714,59.833,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",8.744,61.712,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.934,61.541,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.526,62.621,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",7.124,60.732,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.471,62.361,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",7.578,62.48,1,"PRESENT",10,"nbf",NA
"Betula nana L.",11.724,61.72,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",11.791,61.838,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",25.9,59.4,100,"PRESENT",NA,"Estonian Naturalists' Society (ELUS)",NA
"Betula nana L.",-3.565,57.032,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.542,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.561,57.019,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.531,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.538,57.038,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.028,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.308,56.968,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-52.868,67.01,NA,"PRESENT",4000,"iNaturalist","https://www.inaturalist.org/observations/105734039"
"Betula nana L.",-3.562,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",24.038,58.964,1,"PRESENT",100,NA,"https://data.biodiversitydata.nl/obsint/observation/OBS.122759410"
"Betula nana L.",-3.562,57.037,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",20.059,69.462,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/134264322"
"Betula nana L.",-3.547,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.555,57.033,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.547,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.545,57.025,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.556,57.037,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.554,57.041,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.531,57.03,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.034,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.561,57.02,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.02,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.044,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.539,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.549,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.566,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.314,56.987,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-4.195,58.169,NA,"PRESENT",0.7,"Scottish Natural Heritage",NA
"Betula nana L.",-3.562,57.034,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.559,57.039,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.549,57.03,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.561,57.038,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.039,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.556,57.036,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",91.555,69.384,NA,"PRESENT",50,"iNaturalist","https://www.inaturalist.org/observations/37590864"
"Betula nana L.",-4.196,58.17,NA,"PRESENT",0.7,"Scottish Natural Heritage",NA
"Betula nana L.",9.573,60.478,NA,"PRESENT",1953,"iNaturalist","https://www.inaturalist.org/observations/4026581"
"Betula nana L.",-3.539,57.04,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.543,57.023,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.552,57.028,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.035,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.544,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.54,57.024,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.566,57.039,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.555,57.021,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.552,57.03,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.194,58.165,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-3.542,57.03,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.038,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",6.22,50.488,1,"PRESENT",49,"SPW-DEMNA",NA
"Betula nana L.",-3.562,57.023,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.554,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.557,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.547,57.028,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",36.746,62.279,NA,"PRESENT",50,"iNaturalist","https://www.inaturalist.org/observations/69878183"
"Betula nana L.",-4.194,58.169,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-3.562,57.025,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.553,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.566,57.038,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.536,57.037,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.559,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.545,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.197,58.172,NA,"PRESENT",0.7,"Scottish Natural Heritage",NA
"Betula nana L.",-3.555,57.02,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.556,57.041,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.197,58.171,NA,"PRESENT",0.7,"Scottish Natural Heritage",NA
"Betula nana L.",-3.557,57.037,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-15.072,65.332,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/84701472"
"Betula nana L.",-14.062,65.184,NA,"PRESENT",50,"iNaturalist","https://www.inaturalist.org/observations/84713338"
"Betula nana L.",-3.552,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.195,58.164,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-3.543,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.556,57.038,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.549,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.551,57.04,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.55,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.032,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.194,58.164,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-3.556,57.042,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.556,57.035,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.55,57.032,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.56,57.02,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.288,56.966,NA,"PRESENT",0.7,"BSBI",NA
"Betula nana L.",-3.554,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.562,57.024,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.382,56.993,NA,"PRESENT",7.1,"BSBI",NA
"Betula nana L.",-3.561,57.037,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.552,57.029,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.544,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.56,57.024,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.541,57.039,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.55,57.026,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-3.545,57.027,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",-4.384,56.993,NA,"PRESENT",7.1,"BSBI",NA
"Betula nana L.",-3.537,57.028,NA,"PRESENT",0.7,"NTS",NA
"Betula nana L.",20.817,69.067,0,"PRESENT",2000,"GB",NA
"Betula nana L.",32.807,66.704,NA,"PRESENT",20,NA,NA
"Betula nana L.",32.85,66.698,NA,"PRESENT",20,NA,NA
"Betula nana L.",24.089,67.335,NA,"PRESENT",3,"OULU",NA
"Betula nana L.",27.91,67.172,NA,"PRESENT",NA,"OULU",NA
"Betula nana L.",24.096,66.803,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.867,68.341,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.741,69.3,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.722,69.201,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.721,69.21,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.752,69.111,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.809,68.937,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.763,69.132,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.599,68.685,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.603,67.889,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.536,67.86,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.726,65.707,NA,"PRESENT",1000,NA,NA
"Betula nana L.",27.439,65.475,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.692,64.776,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.839,64.722,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.782,65.363,NA,"PRESENT",1000,NA,NA
"Betula nana L.",26.213,65.33,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.094,63.611,NA,"PRESENT",1000,NA,NA
"Betula nana L.",23.369,63.357,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.034,62.915,NA,"PRESENT",1000,NA,NA
"Betula nana L.",22.989,63.5,NA,"PRESENT",1000,NA,NA
"Betula nana L.",29.163,61.457,NA,"PRESENT",1000,NA,NA
"Betula nana L.",25.652,63.693,NA,"PRESENT",1000,NA,NA
"Betula nana L.",24.014,62.923,NA,"PRESENT",1000,NA,NA
"Betula nana L.",32.851,66.697,NA,"PRESENT",NA,"GBS RAN - Glavny Botanichesky Sad Rossijskoj Akademii Nauk","https://plant.depo.msu.ru/open/public/item/MHA0166878"
"Betula nana L.",7.123,60.741,NA,"PRESENT",NA,"miljolare",NA
"Betula nana L.",7.12,60.74,NA,"PRESENT",NA,"miljolare",NA
"Betula nana L.",26.75,58.95,NA,"PRESENT",NA,NA,NA
"Betula nana L.",26.417,59.05,NA,"PRESENT",NA,NA,NA
"Betula nana L.",26.583,59.05,NA,"PRESENT",NA,NA,NA
"Betula nana L.",24.917,59.45,NA,"PRESENT",NA,NA,NA
"Betula nana L.",25.083,59.35,NA,"PRESENT",NA,NA,NA
"Betula nana L.",25.417,59.45,NA,"PRESENT",NA,NA,NA
"Betula nana L.",24.917,59.35,NA,"PRESENT",NA,NA,NA
"Betula nana L.",25.03,58.928,NA,"PRESENT",NA,NA,NA
"Betula nana L.",24.97,58.943,NA,"PRESENT",NA,NA,NA
"Betula nana subsp. tundrarum (Perfil.) Á.Löve & D.Löve",19.369,69.028,NA,"PRESENT",NA,"Tromso University Museum","https://boldsystems.org/index.php/Public_RecordView?processid=PNOR1081-17"
"Betula nana L.",26.55,59.044,NA,"PRESENT",NA,"TAAM",NA
"Betula nana L.",18.51,68.336,NA,"PRESENT",250,"naturgucker",NA
"Betula nana L.",12.717,61.637,NA,"PRESENT",150,"SLU Artdatabanken",NA
"Betula nana L.",21.862,66.42,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",11.743,57.621,NA,"PRESENT",5,"SLU Artdatabanken",NA
"Betula nana L.",14.676,62.884,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.678,62.884,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",14.659,62.901,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",14.381,64.349,NA,"PRESENT",50,"SLU Artdatabanken",NA
"Betula nana L.",15.173,63.462,NA,"PRESENT",300,"SLU Artdatabanken",NA
"Betula nana L.",18.957,65.114,NA,"PRESENT",100,"SLU Artdatabanken",NA
"Betula nana L.",12.453,62.724,NA,"PRESENT",1000,"SLU Artdatabanken",NA
